Title,Price,Year,Mileage,Fuel,Location,Link,Make,Model,Condition,Body Type,Color,Seats
Suzuki Cultus Euro II 2012 | Suzuki Cultus | Cultus Car For Sale,Rs 13.50 Lacs,2012,"107,327 km",Petrol,"Nishat Colony, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-euro-ii-2012-suzuki-cultus-cultus-car-for-sale-iid-1105877958,,,,,,
Mitsubishi Pajero Exceed 2.8D 1992,Rs 25 Lacs,1992,"149,999 km",Diesel,"P & D Housing Society, Lahore•",https://www.olx.com.pk/item/mitsubishi-pajero-exceed-28d-1992-iid-1105888167,,,,,,
Suzuki mehran 2011 modal,Rs 9.50 Lac,2011,"45,000 km",Petrol,"Upper Mall, Lahore•",https://www.olx.com.pk/item/suzuki-mehran-2011-modal-iid-1105881839,,,,,,
Honda Vezel 2014,Rs 45.25 Lacs,2014,"161,000 km",Hybrid,"Qadirwah, Vehari•",https://www.olx.com.pk/item/honda-vezel-2014-iid-1105887995,,,,,,
Isuzu D Max 1989,Rs 22 Lacs,1989,"200,000 km",Diesel,"Shamsabad, Sukkur•",https://www.olx.com.pk/item/isuzu-d-max-1989-iid-1105884766,,,,,,
Nissan Dayz 2022,Rs 41 Lacs,2022,"86,000 km",Hybrid,"Korangi, Karachi•",https://www.olx.com.pk/item/nissan-dayz-2022-iid-1105870593,,,,,,
Suzuki  Alto VXR 2022,Rs 26.25 Lacs,2022,"85,500 km",Petrol,"Citi Housing Overseas, Jhelum•",https://www.olx.com.pk/item/suzuki-alto-vxr-2022-iid-1105536563,,,,,,
Honda Vezel 2014,Rs 42 Lacs,2014,"130,000 km",Petrol,"Gajju Matah, Lahore•",https://www.olx.com.pk/item/honda-vezel-2014-iid-1104248301,,,,,,
Suzuki Cultus VXR,Rs 13.50 Lacs,2013,"85,000 km",Petrol,"Khurianwala, Faisalabad•",https://www.olx.com.pk/item/suzuki-cultus-vxr-iid-1105887823,,,,,,
Toyota Vitz 2014,Rs 31.10 Lacs,2014,"176,000 km",Petrol,"Industrial Estate, Peshawar•",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1105859982,,,,,,
Toyota Vitz 2018,Rs 36 Lacs,2018,"88,000 km",Petrol,"Guru Mandir Chorangi, Karachi•",https://www.olx.com.pk/item/toyota-vitz-2018-iid-1105876469,,,,,,
Suzuki Alto VXR 2011 (CNG),Rs 12.55 Lacs,2011,"224,000 km",Petrol,"Bhimber Road, Gujrat•",https://www.olx.com.pk/item/suzuki-alto-vxr-2011-cng-iid-1105826278,,,,,,
Suzuki Mehran VXR 2016 A1 condition on my name home used,Rs 11.85 Lacs,2016,"132,394 km",Petrol,"Mustafa Town, Lahore•",https://www.olx.com.pk/item/suzuki-mehran-vxr-2016-a1-condition-on-my-name-home-used-iid-1104503075,,,,,,
Toyota fortuner G 2021 petrol 2.7 orignal 100%,Rs 1.14 Crore,2021,"73,000 km",Petrol,"Bahadurabad, Karachi•",https://www.olx.com.pk/item/toyota-fortuner-g-2021-petrol-27-orignal-100-iid-1105887169,,,,,,
Mazda/ suzuki Az wagon,Rs 18.50 Lacs,2007,"12,345 km",Petrol,"Gulshan-e-Kaneez Fatima, Karachi•",https://www.olx.com.pk/item/mazda-suzuki-az-wagon-iid-1105134152,,,,,,
Toyota Prius 1.8 2013,Rs 40 Lacs,2013,"120,000 km",Hybrid,"Cantt, Quetta•",https://www.olx.com.pk/item/toyota-prius-18-2013-iid-1105887042,,,,,,
Haval H6 HEV 1.5 2023,Rs 1.03 Crore,2023,"21,000 km",Hybrid,"Akberabad, Sialkot•",https://www.olx.com.pk/item/haval-h6-hev-15-2023-iid-1105886871,,,,,,
Honda Civic VTI 2002,Rs 14.75 Lacs,2002,"199,999 km",Petrol,"Main Boulevard DHA Defence, Lahore•",https://www.olx.com.pk/item/honda-civic-vti-2002-iid-1105792239,,,,,,
Suzuki Cultus VXR 2006,Rs 8.19 Lac,2006,"56,000 km",Petrol,"Jubilee Town, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2006-iid-1105880901,,,,,,
XLi 2007 Model,Rs 17.39 Lacs,2007,"100,000 km",Petrol,"Others, Bannu•",https://www.olx.com.pk/item/xli-2007-model-iid-1105886496,,,,,,
Hyundai Tucson AWD A/T Ultimate 2024,Rs 86.50 Lacs,2024,"12,500 km",Petrol,"Hayatabad, Peshawar•",https://www.olx.com.pk/item/hyundai-tucson-awd-at-ultimate-2024-iid-1105826490,,,,,,
Every turbo 2020 3.5 Grade,Rs 31.49 Lacs,2020,"79,000 km",Petrol,"Gulshan-e-Lahore, Lahore•",https://www.olx.com.pk/item/every-turbo-2020-35-grade-iid-1105831882,,,,,,
Daihatsu Cuore 2008,Rs 9.30 Lac,2008,"100,000 km",Petrol,"Farid Town, Sahiwal•",https://www.olx.com.pk/item/daihatsu-cuore-2008-iid-1105693524,,,,,,
Suzuki Mehran VXR Model,Rs 13.50 Lacs,2016,"42,000 km",Petrol,"Darya Khan Road, Bhakkar•",https://www.olx.com.pk/item/suzuki-mehran-vxr-model-iid-1105235863,,,,,,
Glory,Rs 48.50 Lacs,2021,"115,000 km",Petrol,"E-11/3, Islamabad•",https://www.olx.com.pk/item/glory-iid-1105869910,,,,,,
Honda Civic oriel prosmetic ug 2021 model,Rs 67 Lacs,2021,"65,000 km",Petrol,"Canal View, Lahore•",https://www.olx.com.pk/item/honda-civic-oriel-prosmetic-ug-2021-model-iid-1105854208,,,,,,
Kia sportage 2023,Rs 82.30 Lacs,2023,"40,000 km",Petrol,"Bahria Town Phase 8, Rawalpindi•",https://www.olx.com.pk/item/kia-sportage-2023-iid-1105548174,,,,,,
Suzuki Mehran VXR,Rs 14 Lacs,2018,"53,000 km",Petrol,"PECHS, Karachi•",https://www.olx.com.pk/item/suzuki-mehran-vxr-iid-1105884439,,,,,,
Subaru Pleo Plus F 2022,Rs 35.79 Lacs,2022,"43,000 km",Petrol,"Gulistan-e-Jauhar Block 10, Karachi•",https://www.olx.com.pk/item/subaru-pleo-plus-f-2022-iid-1105880156,,,,,,
Raize 2020 3.5 Grade Fresh Arrival 2025 Rocky 2021 2019 Z G Package,Rs 51.90 Lacs,2020,New,Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/raize-2020-35-grade-fresh-arrival-2025-rocky-2021-2019-z-g-package-iid-1105845127,,,,,,
Toyota surf SSR. X 2.7 execllent condition,Rs 58.50 Lacs,2006,"200,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/toyota-surf-ssr-x-27-execllent-condition-iid-1105882839,,,,,,
Daihatsu Mira 2021,Rs 32.79 Lacs,2021,New,Petrol,"Others, Gujranwala•",https://www.olx.com.pk/item/daihatsu-mira-2021-iid-1104966051,,,,,,
Toyota Corolla Gli Model 2010,Rs 20.65 Lacs,2010,"164,000 km",Petrol,"Others, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-model-2010-iid-1105881871,,,,,,
Honda Civic VTI Oriel Prosmatic UG,Rs 34.25 Lacs,2014,"176,700 km",Petrol,"PIDC, Karachi•",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatic-ug-iid-1105881545,,,,,,
Toyota Yaris 1.3 GLI CVT 2025,Rs 50.85 Lacs,2025,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/toyota-yaris-13-gli-cvt-2025-iid-1105841134,,,,,,
Suzuki Alto Vxl 2021,Rs 24.90 Lacs,2021,"58,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxl-2021-iid-1105715993,,,,,,
Suzuki Mehran 2018,Rs 13.50 Lacs,2018,"50,000 km",Petrol,"Allahwala Town, Karachi•",https://www.olx.com.pk/item/suzuki-mehran-2018-iid-1101398941,,,,,,
HONDA CIVIC VTI ORIEL PROSMATEC UG 2021 MODEL TAFFETA WHITE,Rs 59.50 Lacs,2021,"32,000 km",Petrol,"Khalid Bin Walid Road, Karachi•",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-ug-2021-model-taffeta-white-iid-1105878334,,,,,,
Suzuki alto vxr 2022,Rs 24.30 Lacs,2022,"35,000 km",Petrol,"Jamshed Road, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxr-2022-iid-1105877422,,,,,,
Prince Peral 2022 Urgent Sale,Rs 10.50 Lacs,2022,"19,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/prince-peral-2022-urgent-sale-iid-1105714394,,,,,,
Suzuki Alto VXR 2024,Rs 28 Lacs,2024,"19,500 km",Petrol,"Gajju Matah, Lahore•",https://www.olx.com.pk/item/suzuki-alto-vxr-2024-iid-1105847237,,,,,,
Prius M(2011) registration 2015 full original,Rs 45 Lacs,2011,"164,000 km",Petrol,"New Karachi - Sector 5-A, Karachi•",https://www.olx.com.pk/item/prius-m2011-registration-2015-full-original-iid-1105868995,,,,,,
Toyota Raize 2020/2025 z package 4.5 grade verified auction sheet,Rs 59.65 Lacs,2020,"15,600 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/toyota-raize-20202025-z-package-45-grade-verified-auction-sheet-iid-1105874405,,,,,,
Honda City 1.3 Manual 2019 Model first owner both keys are with us,Rs 38.25 Lacs,2019,"45,000 km",Petrol,"New Muslim Town, Lahore•",https://www.olx.com.pk/item/honda-city-13-manual-2019-model-first-owner-both-keys-are-with-us-iid-1105873629,,,,,,
Suzuki Every White PA Limited 2020/2025 4 Grade,Rs 25.50 Lacs,2020,"66,500 km",Petrol,"Citi Housing Society - AA Extension, Sialkot•",https://www.olx.com.pk/item/suzuki-every-white-pa-limited-20202025-4-grade-iid-1105873467,,,,,,
Daihatsu Tanto Custom x,Rs 23 Lacs,2016,New,Petrol,"Lake City Meadows Phase 1, Lahore•",https://www.olx.com.pk/item/daihatsu-tanto-custom-x-iid-1105810381,,,,,,
TOYOTA COROLLA GLI 1.3 VVTi MODEL 2012,Rs 26.75 Lacs,2012,"124,000 km",Petrol,"Gulistan-e-Jauhar Block 20, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-13-vvti-model-2012-iid-1105872663,,,,,,
Toyota Passo 2012 in lush condition.,Rs 26.70 Lacs,2012,"85,000 km",Petrol,"Saddar, Lahore•",https://www.olx.com.pk/item/toyota-passo-2012-in-lush-condition-iid-1105872200,,,,,,
Toyota Yaris Hatchback 2021 / 2025 Auction Sheet  Grade 5,Rs 46.75 Lacs,2021,"33,999 km",Petrol,"North Nazimabad, Karachi•",https://www.olx.com.pk/item/toyota-yaris-hatchback-2021-2025-auction-sheet-grade-5-iid-1105871343,,,,,,
Mercedes Benz EQC 400 4MATIC 2020,Rs 2.10 Crore,2020,"30,000 km",Electric,"DHA Defence, Karachi•",https://www.olx.com.pk/item/mercedes-benz-eqc-400-4matic-2020-iid-1105869089,,,,,,
Toyota Yaris 2021,Rs 40.50 Lacs,2021,"60,500 km",Petrol,"North Nazimabad - Block A, Karachi•",https://www.olx.com.pk/item/toyota-yaris-2021-iid-1104891294,,,,,,
HONDA CIVIC UG 2018,Rs 46.50 Lacs,2018,"70,000 km",Petrol,"Gulistan-e-Jauhar Block 18, Karachi•",https://www.olx.com.pk/item/honda-civic-ug-2018-iid-1105870583,,,,,,
2020 Toyota Prado TX L 2.7 Package 5 AA Grade Fresh Import,Rs 2.98 Crore,2020,"14,545 km",Petrol,"Maulana Shaukat Ali Road, Lahore•",https://www.olx.com.pk/item/2020-toyota-prado-tx-l-27-package-5-aa-grade-fresh-import-iid-1105870562,,,,,,
Power 2012,Rs 7.70 Lac,2012,New,Petrol,"Korangi, Karachi•",https://www.olx.com.pk/item/power-2012-iid-1105870472,,,,,,
"Pajero mini non Accidental,4x4 active",Rs 10.50 Lacs,1996,"124,000 km",Petrol,"Peshawar Road, Rawalpindi•",https://www.olx.com.pk/item/pajero-mini-non-accidental4x4-active-iid-1103416134,,,,,,
Daihatsu Move 2015 | Total Geniune,Rs 23.50 Lacs,2015,"113,000 km",Petrol,"DHA Phase 4, Lahore•",https://www.olx.com.pk/item/daihatsu-move-2015-total-geniune-iid-1105863402,,,,,,
Honda city I-DSI 2006/2007,Rs 18.80 Lacs,2006,"100,000 km",Petrol,"Gulistan-e-Jauhar Block 1, Karachi•",https://www.olx.com.pk/item/honda-city-i-dsi-20062007-iid-1105870007,,,,,,
Mercedes E 200,Rs 37.50 Lacs,2004,"58,000 km",Petrol,"Others, Faisalabad•",https://www.olx.com.pk/item/mercedes-e-200-iid-1105870004,,,,,,
Honda Civic VTi Oriel Prosmatec 2007,Rs 19.50 Lacs,2007,"9,998 km",Petrol,"Jinnah Colony, Faisalabad•",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2007-iid-1105869983,,,,,,
Toyota Vitz 2008 Model  Import 2012 For urgent sale,Rs 25 Lacs,2008,"270,000 km",Petrol,"Kamra, Attock•",https://www.olx.com.pk/item/toyota-vitz-2008-model-import-2012-for-urgent-sale-iid-1105863480,,,,,,
Toyota Corolla Altis Grande 2021 Model 1.8  54700km drive,Rs 51.50 Lacs,2021,"54,700 km",Petrol,"Bahria Town Phase 8, Rawalpindi•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-2021-model-18-54700km-drive-iid-1104410821,,,,,,
Suzuki alto vxr 2024,Rs 27.15 Lacs,2024,New,Petrol,"Federal B Area - Block 13, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxr-2024-iid-1105869557,,,,,,
Kia Stonic Ex+ 2025 Black | Top Model | Crossover | Car | Petrol,Rs 58 Lacs,2025,"3,904 km",Petrol,"PECHS, Karachi•",https://www.olx.com.pk/item/kia-stonic-ex-2025-black-top-model-crossover-car-petrol-iid-1105445754,,,,,,
Suzuki Alto 2022,Rs 26 Lacs,2022,"28,000 km",Petrol,"DHA Phase 6, Lahore•",https://www.olx.com.pk/item/suzuki-alto-2022-iid-1105869457,,,,,,
Suzuki margallah.,Rs 7.80 Lac,1994,"75,000 km",Petrol,"Others, Haripur•",https://www.olx.com.pk/item/suzuki-margallah-iid-1105842726,,,,,,
Toyota seinta  Top of line G LED Cleanest Sienta in Town,Rs 51.25 Lacs,2016,"79,445 km",Hybrid,"Askari 11, Lahore•",https://www.olx.com.pk/item/toyota-seinta-top-of-line-g-led-cleanest-sienta-in-town-iid-1105869326,,,,,,
Suzuki Wagon R 2017,Rs 22 Lacs,2017,"125,000 km",Petrol,"Al Rehman City, Burewala•",https://www.olx.com.pk/item/suzuki-wagon-r-2017-iid-1105795244,,,,,,
Honda Civic EXi 1997,Rs 12.75 Lacs,1997,"50,000 km",Petrol,"Ghulam Mohammad Abad, Faisalabad•",https://www.olx.com.pk/item/honda-civic-exi-1997-iid-1104683846,,,,,,
Toyota Corolla GLI 2010 Model For Sale,Rs 26 Lacs,2010,"158,000 km",Petrol,"Bismillah Housing Scheme, Lahore•",https://www.olx.com.pk/item/toyota-corolla-gli-2010-model-for-sale-iid-1105707196,,,,,,
KIA STONIC EX+ 2021,Rs 49.50 Lacs,2021,"45,619 km",Petrol,"PCSIR Staff Colony, Lahore•",https://www.olx.com.pk/item/kia-stonic-ex-2021-iid-1105281831,,,,,,
Left Front Door paint,Rs 62.50 Lacs,2020,"62,000 km",Petrol,"Mardan Khas, Mardan•",https://www.olx.com.pk/item/left-front-door-paint-iid-1105274681,,,,,,
honda civic 2005 prosmatic,Rs 16 Lacs,2005,"135,000 km",Petrol,"Shanti Nagar, Karachi•",https://www.olx.com.pk/item/honda-civic-2005-prosmatic-iid-1104861133,,,,,,
Range Rover L405 PHEV P400e,Rs 7.50 Crore,2021,"90,000 km",Hybrid,"DHA Phase 4, Lahore•",https://www.olx.com.pk/item/range-rover-l405-phev-p400e-iid-1103609956,,,,,,
2.0d for sale home used car,Rs 21 Lacs,2004,"200,000 km",Diesel,"Others, Gujrat•",https://www.olx.com.pk/item/20d-for-sale-home-used-car-iid-1103907529,,,,,,
HONDA CITY 1.5 AUTOMATIC 2015,Rs 29.50 Lacs,2015,"120,000 km",Petrol,"Askari iv, Karachi•",https://www.olx.com.pk/item/honda-city-15-automatic-2015-iid-1105868217,,,,,,
xli Corolla 2004 model Multan register,Rs 14.75 Lacs,2004,"200,000 km",CNG,"Ghauri Garden, Islamabad•",https://www.olx.com.pk/item/xli-corolla-2004-model-multan-register-iid-1105868069,,,,,,
Suzuki Hustler 2021 Model,Rs 40 Lacs,2021,"90,000 km",Hybrid,"Behari Colony, Bahawalpur•",https://www.olx.com.pk/item/suzuki-hustler-2021-model-iid-1105867699,,,,,,
Suzuki Cultus VXL 2017 Limited Edition,Rs 16.50 Lacs,2017,"20,000 km",Petrol,"Shadab Colony, Faisalabad•",https://www.olx.com.pk/item/suzuki-cultus-vxl-2017-limited-edition-iid-1104962629,,,,,,
DIHATSU MOVE 2022 5 grade push start car URGENT SALE,Rs 33.50 Lacs,2022,"4,900 km",Petrol,"Gulzar-E-Hijri, Karachi•",https://www.olx.com.pk/item/dihatsu-move-2022-5-grade-push-start-car-urgent-sale-iid-1103610587,,,,,,
03701227032.            Suzuki Megan 2007 model,Rs 5 Lac,2007,"100,000 km",Petrol,"Falaknaz Plaza, Karachi•",https://www.olx.com.pk/item/03701227032-suzuki-megan-2007-model-iid-1105821142,,,,,,
Daihatsu Hijet 2020/2025 Model Excellenct Condition,Rs 23.75 Lacs,2020,"1,234 km",Petrol,"Garden East, Karachi•",https://www.olx.com.pk/item/daihatsu-hijet-20202025-model-excellenct-condition-iid-1105834594,,,,,,
Toyota vitz,Rs 29.75 Lacs,2015,"72,000 km",Petrol,"North Nazimabad - Block M, Karachi•",https://www.olx.com.pk/item/toyota-vitz-iid-1105864705,,,,,,
Honda City 2006 | Honda City | City Car For Sale,Rs 19.25 Lacs,2006,"235,000 km",Petrol,"Shadman City Phase 1, Bahawalpur•",https://www.olx.com.pk/item/honda-city-2006-honda-city-city-car-for-sale-iid-1105865397,,,,,,
Honda Vezel 2015,Rs 54 Lacs,2015,"89,000 km",Petrol,"Others, Mandi Bahauddin•",https://www.olx.com.pk/item/honda-vezel-2015-iid-1105867041,,,,,,
Suzuki Alto Vxr 2010 Model,Rs 10.50 Lacs,2010,"172,000 km",Petrol,"Gulzar-E-Hijri, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxr-2010-model-iid-1105864923,,,,,,
Honda vezel 2015 model import 2019,Rs 52.50 Lacs,2015,"145,000 km",Hybrid,"Park Road, Islamabad•",https://www.olx.com.pk/item/honda-vezel-2015-model-import-2019-iid-1105811067,,,,,,
Kia picanto MT 2022 100% original,Rs 27 Lacs,2022,"26,500 km",Petrol,"DHA Phase 7, Karachi•",https://www.olx.com.pk/item/kia-picanto-mt-2022-100-original-iid-1105866271,,,,,,
Hyundai Tucson Hybrid Signature 2025 Model,Rs 1.27 Crore,2025,New,Hybrid,"Others, Multan•",https://www.olx.com.pk/item/hyundai-tucson-hybrid-signature-2025-model-iid-1105865800,,,,,,
Toyota Other model  2019,Rs 56 Lacs,2019,"37,000 km",Petrol,"Katlung Road, Mardan•",https://www.olx.com.pk/item/toyota-other-model-2019-iid-1105281103,,,,,,
Toyota Altis Grande 2023,Rs 73 Lacs,2023,"16,000 km",Petrol,"Wadhu Wah Road, Hyderabad•",https://www.olx.com.pk/item/toyota-altis-grande-2023-iid-1105277770,,,,,,
MG HS Trophy 2021 | MG HS Trophy | MG HS Car For Sale,Rs 67.50 Lacs,2021,"27,000 km",Petrol,"G-10/3, Islamabad•",https://www.olx.com.pk/item/mg-hs-trophy-2021-mg-hs-trophy-mg-hs-car-for-sale-iid-1105219078,,,,,,
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2024,Rs 78 Lacs,2024,"29,000 km",Petrol,"New Nankana Sahib City, Nankana Sahib•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-x-cvt-i-18-black-interior-2024-iid-1105866314,,,,,,
City iDSI,Rs 18.80 Lacs,2004,"133,000 km",Petrol,"Saddar, Lahore•",https://www.olx.com.pk/item/city-idsi-iid-1104479392,,,,,,
Toyota Mark X 2500g 2006,Rs 42 Lacs,2006,"140,000 km",Petrol,"G-5, Islamabad•",https://www.olx.com.pk/item/toyota-mark-x-2500g-2006-iid-1105865887,,,,,,
FAW V2 2017,Rs 15.50 Lacs,2017,"91,000 km",Petrol,"Pakistan Town, Islamabad•",https://www.olx.com.pk/item/faw-v2-2017-iid-1105472704,,,,,,
Suzuki Mehran VXR 2008 Auto Transmission,Rs 8.50 Lac,2008,"80,000 km",Petrol,"Allama Iqbal Town, Lahore•",https://www.olx.com.pk/item/suzuki-mehran-vxr-2008-auto-transmission-iid-1105865585,,,,,,
"Honda Civic 2021 1.8 IVETC Oriel – Full Genuine, Only 34,000",Rs 71.50 Lacs,2021,"34,000 km",Petrol,"MPCHS - Multi Gardens, Islamabad•",https://www.olx.com.pk/item/honda-civic-2021-18-ivetc-oriel-full-genuine-only-34000-iid-1105860656,,,,,,
Toyota Yaris  Ativ 2021,Rs 41.75 Lacs,2021,"85,000 km",Petrol,"Abbasia Town, Rahimyar Khan•",https://www.olx.com.pk/item/toyota-yaris-ativ-2021-iid-1105865257,,,,,,
Toyota Aqua s push* *model 2015*  *registered 2018*  *colour white*,Rs 39.75 Lacs,2015,"82,000 km",Petrol,"DHA Phase 2, Karachi•",https://www.olx.com.pk/item/toyota-aqua-s-push-model-2015-registered-2018-colour-white-iid-1105863579,,,,,,
Toyota Corolla Altis Grande 2021Model (Automatic),Rs 68 Lacs,2021,"28,000 km",Petrol,"Model City 2, Faisalabad•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-2021model-automatic-iid-1105349114,,,,,,
Toyota Raize 2020 Z,Rs 63.50 Lacs,2020,"33,000 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/toyota-raize-2020-z-iid-1105864838,,,,,,
Hyundai Sonata N Line 2.5 Turbo 2025,Rs 1.72 Crore,2025,New,Petrol,"Gulistan-e-Jauhar, Karachi•",https://www.olx.com.pk/item/hyundai-sonata-n-line-25-turbo-2025-iid-1105864829,,,,,,
Honda City model 2005 good condition 03174742964,Rs 12.75 Lacs,2005,New,Petrol,"North Karachi - Sector 5-C, Karachi•",https://www.olx.com.pk/item/honda-city-model-2005-good-condition-03174742964-iid-1105863070,,,,,,
Honda City 1.5 Manual Total Geninue,Rs 38.75 Lacs,2020,"88,000 km",Petrol,"Bahria Orchard, Lahore•",https://www.olx.com.pk/item/honda-city-15-manual-total-geninue-iid-1104533371,,,,,,
TOYOTA LANDCRUISER AXG MODEL 2013,Rs 2.45 Crore,2013,New,Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-landcruiser-axg-model-2013-iid-1105864253,Toyota,Land Cruiser,New,SUV,White,7.0
Suzuki Mehran vx 2010,Rs 9.50 Lac,2010,"123,456 km",Petrol,"Allama Iqbal Road, Sadiqabad•",https://www.olx.com.pk/item/suzuki-mehran-vx-2010-iid-1105791539,Suzuki,Mehran VX,Used,Hatchback,White,5.0
For Sale: Hyundai Tucson 2021 – Islamabad,Rs 73.50 Lacs,2021,"71,000 km",Petrol,"Faisal Town, Lahore•",https://www.olx.com.pk/item/for-sale-hyundai-tucson-2021-islamabad-iid-1105864124,Hyundai,Tucson,Used,SUV,White,5.0
Suzuki Alto 2011,Rs 13.60 Lacs,2011,"85,000 km",Petrol,"Model Town Link Road, Lahore•",https://www.olx.com.pk/item/suzuki-alto-2011-iid-1105863950,Suzuki,Alto,Used,Hatchback,White,5.0
Honda Vezel X,Rs 42 Lacs,2014,"85,000 km",Hybrid,"DHA Phase 2 Extension, Karachi•",https://www.olx.com.pk/item/honda-vezel-x-iid-1105863605,Honda,Vezel,Used,SUV,Silver,4.0
Hyundai Tucson Model 2020 / registration 2021,Rs 72.50 Lacs,2021,"44,000 km",Petrol,"Muslim Town, Faisalabad•",https://www.olx.com.pk/item/hyundai-tucson-model-2020-registration-2021-iid-1105653434,Hyundai,Tucson,Used,SUV,White,5.0
Toyota Passo 2021,Rs 45 Lacs,2021,"53,943 km",Petrol,"Askari 10, Lahore•",https://www.olx.com.pk/item/toyota-passo-2021-iid-1105294129,Toyota,Passo,Used,Small city car,Silver,5.0
Toyota Corolla GLI 2012,Rs 34.60 Lacs,2012,"44,999 km",Petrol,"Saddar, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1105861456,Toyota,Corolla GLI,Used,Sedan,Burgundy,4.0
Honda Civic 2017 model,Rs 49 Lacs,2017,"73,000 km",Petrol,"DHA Phase 1, Lahore•",https://www.olx.com.pk/item/honda-civic-2017-model-iid-1105863288,Honda,Civic,Used,Sedan,White,5.0
SUZUKI SWIFT DLX NAVIGATION MODEL 2019 (B2B) ORIGINAL WHITE COLOR.,Rs 30.90 Lacs,2019,"45,000 km",Petrol,"DHA Phase 2, Karachi•",https://www.olx.com.pk/item/suzuki-swift-dlx-navigation-model-2019-b2b-original-white-color-iid-1105863114,Suzuki,Swift,Used,Hatchback,White,5.0
Prince Pearl 2020 model registered 2021,Rs 11.50 Lacs,2020,"44,000 km",Petrol,"Rafi Qamar Road, Bahawalpur•",https://www.olx.com.pk/item/prince-pearl-2020-model-registered-2021-iid-1105859960,Prince,Pearl,Used,Other,Grey,5.0
Toyota Corolla GLI Special Edition,Rs 38 Lacs,2019,"68,460 km",Petrol,"DHA Phase 2 Extension, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-special-edition-iid-1105862676,Toyota,Corolla GLI,Used,Sedan,White,4.0
Toyota Yaris Cross Turbo 2020-23 | Yaris Cross 2020 Hybrid,Rs 1.07 Crore,2020,New,Hybrid,"Cantt, Peshawar•",https://www.olx.com.pk/item/toyota-yaris-cross-turbo-2020-23-yaris-cross-2020-hybrid-iid-1105862479,Toyota,Yaris,New,SUV,Black,5.0
Suzuki cultus vxr 2005,Rs 9 Lac,2005,"70,000 km",Petrol,"Tarnol, Islamabad•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2005-iid-1105862301,Suzuki,Cultus VXR,Used,Other,Silver,5.0
Mitsubishi lancer 2004 manual,Rs 12 Lacs,2004,999 km,Petrol,"Tariq Road, Karachi•",https://www.olx.com.pk/item/mitsubishi-lancer-2004-manual-iid-1105862089,Mitsubishi,Lancer,Used,Other,Beige,
Toyota Corolla GLI 2015,Rs 32.50 Lacs,2015,"169,000 km",Petrol,"DG Khan Road, Muzaffargarh•",https://www.olx.com.pk/item/toyota-corolla-gli-2015-iid-1105859692,Toyota,Corolla GLI,Used,Sedan,White,5.0
Toyota Corolla SE Saloon Automatic 2004 | Toyota Corolla 2004,Rs 35 Lacs,2004,New,Petrol,"Ring Road, Peshawar•",https://www.olx.com.pk/item/toyota-corolla-se-saloon-automatic-2004-toyota-corolla-2004-iid-1105861654,Toyota,Corolla,New,Sedan,White,7.0
Honda City IDSI 2004,Rs 19 Lacs,2004,"422,999 km",Petrol,"Satellite Town, Bahawalpur•",https://www.olx.com.pk/item/honda-city-idsi-2004-iid-1105662761,Honda,City IDSI,Used,Sedan,Blue,4.0
Toyota Hilux 2012 vigo champ,Rs 51.50 Lacs,2012,"200,000 km",Diesel,"Bahadurpur, Multan•",https://www.olx.com.pk/item/toyota-hilux-2012-vigo-champ-iid-1105274679,Toyota,Hilux,Used,Pickup,Silver,6.0
Toyota Aqua G Package Hybrid 2020/23,Rs 62 Lacs,2020,"51,000 km",Hybrid,"Allama Iqbal Town - Huma Block, Lahore•",https://www.olx.com.pk/item/toyota-aqua-g-package-hybrid-202023-iid-1105860879,Toyota,Aqua,Used,Hatchback,White,5.0
